Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
999900,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.00180018,6.00060006,199980.0,272901.9649,499220,459,999441,499720.5,480.1255044,500060,499381,999157,499578.5,142.12846299999995,499679,499478,0,0,0,0,92,60,3.00030003,3.00030003,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1029576,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48292501,5.82764167,205915.2,281130.5284,515016,596,1028980,514490.0,1595.232898,515618,513362,1028952,514476.0,1606.546607,515612,513340,0,0,0,0,92,60,2.913820835,2.913820835,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
997236,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.0498899,6.016629965,199447.2,272442.2632,498751,444,996674,498337.0,1213.395237,499195,497479,996790,498395.0,1298.24805,499313,497477,0,0,0,0,92,60,3.008314983,3.008314983,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1060615,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,16.97128553,5.657095176,212123.0,289672.7168,530710,395,1060220,530110.0,1592.404471,531236,528984,1059805,529902.5,1700.591809,531105,528700,0,0,0,0,92,60,2.828547588,2.828547588,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
996758,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.05854581,6.019515268999999,199351.6,272491.976,499741,307,996352,498176.0,2647.407789,500048,496304,996409,498204.5,2747.109845,500147,496262,0,0,0,0,92,60,3.009757634,3.009757634,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1021061,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.6287215,5.876240499,204212.2,278849.6459,515188,485,1020539,510269.5,8032.025927,515949,504590,1020576,510288.0,7667.865935,515710,504866,0,0,0,0,92,60,2.938120249,2.938120249,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1004919,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.91189141,5.970630469,200983.8,274377.9026,502011,476,1004443,502221.5,777.1103525000003,502771,501672,1004335,502167.5,451.8412331999999,502487,501848,0,0,0,0,92,60,2.985315234,2.985315234,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1000397,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.99285684,5.997618945,200079.4,272975.0057,499299,718,999679,499839.5,258.0939751,500022,499657,999658,499829.0,265.8721497,500017,499641,0,0,0,0,92,60,2.998809473,2.998809473,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1029382,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48621989,5.828739962,205876.4,281088.156,515035,405,1028977,514488.5,1594.525792,515616,513361,1028569,514284.5,1634.123771,515440,513129,0,0,0,0,92,60,2.914369981,2.914369981,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1000658,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.98816379,5.9960545960000005,200131.6,273375.57,499609,343,1000315,500157.5,171.8269478,500279,500036,999969,499984.5,45.96194078,500017,499952,0,0,0,0,92,60,2.998027298,2.998027298,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
64023396,7,2,187,92,46,6,26.71428571,20.089087300000006,46,46,46.0,0.0,4.357781958,0.140573612,8002924.5,20600000.0,58800000,3,64000000,10700000.0,23700000.0,58800000,3,58900000,58900000.0,0.0,58900000,58900000,1,0,0,0,140,40,0.109335031,0.03123858,6,46,32.5,18.86354509,355.8333333,0,1,0,0,1,0,0,0,0,36.11111111,26.71428571,46.0,140,0,0,0,0,0,0,7,187,2,92,258,429,6,20,89696.5,5438.358254,93542,85851,31900000.0,38000000.0,58800000,5041183,BENIGN
1060641,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,16.9708695,5.656956501,212128.2,289494.4134,530464,456,1060185,530092.5,1614.324781,531234,528951,1059730,529865.0,1491.995308,530920,528810,0,0,0,0,92,60,2.82847825,2.82847825,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
993768,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.11287946,6.037626488,198753.6,271381.4833,499490,516,993252,496626.0,4845.095665,500052,493200,993128,496564.0,4867.723082,500006,493122,0,0,0,0,92,60,3.018813244,3.018813244,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1001765,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.96828598,5.989428658,200353.0,273454.1641,499995,545,1001220,500610.0,31.11269837,500632,500588,1001172,500586.0,313.9554108,500808,500364,0,0,0,0,92,60,2.994714329,2.994714329,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1004325,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.92248525,5.97416175,200865.0,274407.4154,504059,406,1003819,501909.5,3614.022759,504465,499354,1003825,501912.5,3751.201474,504565,499260,0,0,0,0,92,60,2.987080875,2.987080875,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1025230,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.55703598,5.852345327,205046.0,279946.7999,514252,516,1024493,512246.5,3565.939498,514768,509725,1024665,512332.5,3756.858328,514989,509676,0,0,0,0,92,60,2.926172664,2.926172664,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1029523,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48382503,5.827941677999999,205904.6,281218.2649,515106,501,1028995,514497.5,1569.069947,515607,513388,1028954,514477.0,1636.245092,515634,513320,0,0,0,0,92,60,2.913970839,2.913970839,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
999661,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.00610407,6.00203469,199932.2,273053.8206,499451,404,999257,499628.5,552.2503961,500019,499238,999067,499533.5,454.6696603,499855,499212,0,0,0,0,92,60,3.001017345,3.001017345,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1060870,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,16.96720616,5.655735387000001,212174.0,289586.0583,530699,543,1060237,530118.5,1588.868937,531242,528995,1059972,529986.0,1903.531455,531332,528640,0,0,0,0,92,60,2.827867693,2.827867693,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
992792,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.13068598,6.043561995,198558.4,271037.0561,499440,506,992286,496143.0,5514.01868,500042,492244,992005,496002.5,5576.951183,499946,492059,0,0,0,0,92,60,3.021780997,3.021780997,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1020376,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.64055603,5.880185343,204075.2,278705.0865,512010,522,1019824,509912.0,3705.239533,512532,507292,1019823,509911.5,3748.373047,512562,507261,0,0,0,0,92,60,2.940092672,2.940092672,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1014223,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.74757622,5.915858741,202844.6,277044.0408,512968,408,1013612,506806.0,9605.338516,513598,500014,1013593,506796.5,9304.818134,513376,500217,0,0,0,0,92,60,2.957929371,2.957929371,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1025106,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.55915974,5.853053245,205021.2,279935.2006,514112,504,1024602,512301.0,3544.019187,514807,509795,1024537,512268.5,3319.866338,514616,509921,0,0,0,0,92,60,2.926526623,2.926526623,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1029619,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48219487,5.82739829,205923.8,281238.8073,515229,395,1028970,514485.0,1610.789248,515624,513346,1029052,514526.0,1912.016736,515878,513174,0,0,0,0,92,60,2.913699145,2.913699145,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
993747,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.11326223,6.037754076000001,198749.4,271540.3836,499642,391,993280,496640.0,4798.426617,500033,493247,993248,496624.0,4928.534265,500109,493139,0,0,0,0,92,60,3.0188770380000003,3.0188770380000003,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1029335,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48701832,5.8290061060000005,205867.0,281070.0063,515084,366,1028969,514484.5,1660.993829,515659,513310,1028465,514232.5,1721.805012,515450,513015,0,0,0,0,92,60,2.914503053,2.914503053,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
998684,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.02371921,6.007906405,199736.8,272858.019,499519,407,998277,499138.5,1269.256672,500036,498241,998198,499099.0,1169.554616,499926,498272,0,0,0,0,92,60,3.003953202,3.003953202,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1021846,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.6151788,5.871726268,204369.2,279114.1143,512950,424,1021261,510630.5,4137.281777,513556,507705,1021422,510711.0,3993.7391,513535,507887,0,0,0,0,92,60,2.935863134,2.935863134,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1014068,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.75028894,5.916762978,202813.6,276941.3017,514825,506,1013521,506760.5,12522.15399,515615,497906,1013562,506781.0,12149.50871,515372,498190,0,0,0,0,92,60,2.958381489,2.958381489,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1025052,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.56008476,5.853361586,205010.4,280046.7365,514302,403,1024649,512324.5,3489.571965,514792,509857,1024453,512226.5,3505.128314,514705,509748,0,0,0,0,92,60,2.926680793,2.926680793,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1045090,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.22339703,5.741132342999999,209018.0,285417.7834,528213,532,1044558,522279.0,9397.449122,528924,515634,1044379,522189.5,9331.688191,528788,515591,0,0,0,0,92,60,2.870566171,2.870566171,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
993752,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.11317109,6.037723698,198750.4,271492.0139,499519,399,993353,496676.5,4735.494114,500025,493328,993192,496596.0,4698.017454,499918,493274,0,0,0,0,92,60,3.018861849,3.018861849,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1029494,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48431754,5.828105846000001,205898.8,281131.8565,515022,485,1029009,514504.5,1639.780626,515664,513345,1028851,514425.5,1529.471968,515507,513344,0,0,0,0,92,60,2.9140529230000003,2.9140529230000003,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
993839,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.11158548,6.037195159,198767.8,271439.9045,499596,468,993310,496655.0,4821.054034000002,500064,493246,993203,496601.5,4982.981487,500125,493078,0,0,0,0,92,60,3.01859758,3.01859758,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1005963,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.89330224,5.96443408,201192.6,274520.0878,502448,639,1005242,502621.0,851.3565645,503223,502019,1005324,502662.0,717.0062761,503169,502155,0,0,0,0,92,60,2.98221704,2.98221704,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
998797,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.02168008,6.007226694,199759.4,272720.3495,499538,477,998133,499066.5,1341.381564,500015,498118,998158,499079.0,1588.161831,500202,497956,0,0,0,0,92,60,3.003613347,3.003613347,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1024626,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.56738556,5.855795187999999,204925.2,279992.5978,514441,368,1024023,512011.5,3983.132498,514828,509195,1024258,512129.0,4122.432534000001,515044,509214,0,0,0,0,92,60,2.927897594,2.927897594,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1044192,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.23820906,5.746069688,208838.4,285388.3416,530881,352,1043660,521830.0,13297.85013,531233,512427,1043642,521821.0,13565.13649,531413,512229,0,0,0,0,92,60,2.873034844,2.873034844,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
993749,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.11322577,6.037741925,198749.8,271292.2529,499233,481,993268,496634.0,4784.284482,500017,493251,993114,496557.0,4464.672216,499714,493400,0,0,0,0,92,60,3.018870962,3.018870962,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1029486,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48445341,5.828151136000001,205897.2,281033.8679,515121,522,1028964,514482.0,1653.215654,515651,513313,1028557,514278.5,1929.694406,515643,512914,0,0,0,0,92,60,2.9140755680000003,2.9140755680000003,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
992846,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.12969987,6.043233291,198569.2,271211.3687,499552,484,992279,496139.5,5510.483146000001,500036,492243,992353,496176.5,5575.53697,500119,492234,0,0,0,0,92,60,3.021616645,3.021616645,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1005384,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.90360698,5.967868993,201076.8,274532.1784,502652,478,1004603,502301.5,1207.031275,503155,501448,1004906,502453.0,1385.929291,503433,501473,0,0,0,0,92,60,2.983934497,2.983934497,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1003055,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.94517748,5.981725827999999,200611.0,273888.2775,507973,570,1002322,501161.0,10439.72452,508543,493779,1002475,501237.5,10562.05399,508706,493769,0,0,0,0,92,60,2.990862914,2.990862914,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1024501,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.56952897,5.856509657,204900.2,279990.2054,514394,370,1024038,512019.0,3882.016229,514764,509274,1024046,512023.0,4007.881236,514857,509189,0,0,0,0,92,60,2.928254828,2.928254828,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1029738,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48017457,5.826724856,205947.6,281216.7534,515279,370,1029001,514500.5,1624.224276,515649,513352,1029114,514557.0,2063.337588,516016,513098,0,0,0,0,92,60,2.913362428,2.913362428,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
997100,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.05235182,6.017450607000001,199420.0,272369.5421,498720,463,996627,498313.5,1229.658692,499183,497444,996506,498253.0,1329.360749,499193,497313,0,0,0,0,92,60,3.0087253030000003,3.0087253030000003,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1013827,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.75450841,5.918169471000001,202765.4,276907.7835,512666,489,1013338,506669.0,9445.532383,513348,499990,1013145,506572.5,9376.943025,513203,499942,0,0,0,0,92,60,2.959084735,2.959084735,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
996752,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.05865451,6.019551503,199350.4,272181.4224,498605,552,996200,498100.0,1578.262336,499216,496984,996181,498090.5,1508.2587640000006,499157,497024,0,0,0,0,92,60,3.009775752,3.009775752,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1023813,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.58133565,5.860445218,204762.6,279437.6042,511658,431,1023027,511513.5,1413.506456,512513,510514,1022958,511479.0,862.6702730000003,512089,510869,0,0,0,0,92,60,2.930222609,2.930222609,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1013035,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.76838905,5.92279635,202607.0,276557.0245,518188,639,1012238,506119.0,18203.75697,518991,493247,1012396,506198.0,18083.54882,518985,493411,0,0,0,0,92,60,2.961398175,2.961398175,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1025014,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.56073576,5.853578585,205002.8,279944.5626,514366,442,1024552,512276.0,3580.78874,514808,509744,1024223,512111.5,3841.711142,514828,509395,0,0,0,0,92,60,2.926789293,2.926789293,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1045270,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.22043108,5.740143695,209054.0,285399.0535,528305,601,1044669,522334.5,9470.28112,529031,515638,1044544,522272.0,9439.875529,528947,515597,0,0,0,0,92,60,2.870071847,2.870071847,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
996989,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.05436168,6.018120561,199397.8,272352.6481,498557,371,996618,498309.0,1204.909955,499161,497457,996464,498232.0,984.2926394,498928,497536,0,0,0,0,92,60,3.0090602810000004,3.0090602810000004,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
1029553,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48331557,5.827771857999999,205910.6,280948.0907,515164,476,1028994,514497.0,1616.446102,515640,513354,1028378,514189.0,2169.403605,515723,512655,0,0,0,0,92,60,2.913885929,2.913885929,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
